2022	OBS-TEL	O3	Night observation O3	6	5	telescope observation	-
2022	OBS-TEL	O4	Night observation O4	14	5	telescope observation	-
2022	OBS-SKY	O5	Daytime observation O5	-	1	constellation identification	-
2022	OBS-SKY	O6	Daytime observation O6	-	1	daytime observation	-
2022	OBS-SKY	O7	Daytime observation O7	-	1	daytime observation	-
2022	OBS-SKY	O8	Daytime observation O8	-	1	daytime observation	-
2022	OBS-SKY	O9	Daytime observation O9	-	1	daytime observation	-
2023	OBS-PLAN	1	Planetarium round	-	1	planetarium sky identification	-
2023	OBS-TEL	1	Observation round: the alien saucer screens	-	5	telescope observation tasks	-
2024	OBS-SKY	1	Circumference around Corvi on the star chart	18	1	star chart angular distances	-
2024	OBS-SKY	2	Star chart question 2	-	1	star chart work	-
2024	OBS-SKY	3	Star chart question 3	-	1	star chart work	-
2024	OBS-PLAN	1	Planetarium problem 1	-	1	planetarium identification	-
2024	OBS-PLAN	2	Planetarium problem 2	-	1	planetarium identification	-
2025	OBS-PLAN	OP01	Hypothesized Planet in the Solar System	25	3	orbit inclinations from planetarium traces	1
2025	OBS-PLAN	OP02	Observer on a Ringed Planet	25	3	sky as seen from a ringed planet	1
2025	OBS-SKY	OM01	Know your Sky	16	1	sky map object marking	-
2025	OBS-SKY	OM02	Sky map question 2	-	1	sky map work	-
2025	OBS-SKY	OM03	Sky map question 3	-	1	sky map work	-
2025	OBS-TEL	OT01	Discovery of 'Z'	25	5	sky map + telescope object discovery	-
2025	OBS-TEL	OT02	Telescope observation OT02	-	5	telescope observation	-
2023	OBS-PLAN	2	Retrograde Mars	20	3	Mars retrograde loop, heliocentric geometry	-
2023	OBS-PLAN	3	TRAPPIST-1	35	9	planetarium exoplanet transits, resonances	-
